State, parcel_level, s, pass, number of parcels, number of fixings, percent fixed, time, 
AZ,tract,12,1,"1,765","162",9.18,"5.22"
AZ,tract,12,3,"1,765","173",9.80,"530.79"
AZ,tract,13,1,"1,765","65",3.68,"5.94"
AZ,tract,13,3,"1,765","68",3.85,"565.36"
AZ,tract,14,1,"1,765","12",0.68,"6.51"
AZ,tract,14,3,"1,765","15",0.85,"552.57"
AZ,tract,15,1,"1,765","0",0.00,"3.27"
AZ,tract,15,3,"1,765","0",0.00,"540.39"
CA,tract,11,1,"9,129","396",4.34,"49.20"
CA,tract,11,3,"9,129","409",4.48,"1,608.36"
CA,tract,12,1,"9,129","188",2.06,"36.94"
CA,tract,12,3,"9,129","189",2.07,"2,046.89"
CA,tract,13,1,"9,129","79",0.87,"43.98"
CA,tract,13,3,"9,129","79",0.87,"2,593.44"
CA,tract,14,1,"9,129","20",0.22,"53.69"
CA,tract,14,3,"9,129","20",0.22,"3,040.06"
CA,tract,15,1,"9,129","0",0.00,"38.88"
CA,tract,15,3,"9,129","0",0.00,"3,746.01"
CO,tract,11,1,"1,447","1,447",100.00,"0.17"
CO,tract,11,3,"1,447","1,447",100.00,"0.00"
CO,tract,12,1,"1,447","1,447",100.00,"0.23"
CO,tract,12,3,"1,447","1,447",100.00,"0.00"
CO,tract,13,1,"1,447","1,447",100.00,"0.39"
CO,tract,13,3,"1,447","1,447",100.00,"0.00"
CO,tract,14,1,"1,447","1,447",100.00,"0.72"
CO,tract,14,3,"1,447","1,447",100.00,"0.00"
CO,tract,15,1,"1,447","172",11.89,"19.45"
CO,tract,15,3,"1,447","1,441",99.59,"189.93"
CO,tract,16,1,"1,447","28",1.94,"19.09"
CO,tract,16,3,"1,447","43",2.97,"311.58"
CO,tract,17,1,"1,447","9",0.62,"191.41"
CO,tract,17,3,"1,447","14",0.97,"506.39"
FL,tract,11,1,"5,160","2,040",39.53,"11.82"
FL,tract,11,3,"5,160","2,040",39.53,"822.11"
FL,tract,12,1,"5,160","1,693",32.81,"15.79"
FL,tract,12,3,"5,160","1,694",32.83,"934.23"
FL,tract,13,1,"5,160","1,341",25.99,"25.80"
FL,tract,13,3,"5,160","1,341",25.99,"1,080.14"
FL,tract,14,1,"5,160","1,034",20.04,"25.13"
FL,tract,14,3,"5,160","1,034",20.04,"1,357.19"
FL,tract,15,1,"5,160","780",15.12,"30.01"
FL,tract,15,3,"5,160","781",15.14,"1,584.38"
FL,tract,16,1,"5,160","633",12.27,"24.94"
FL,tract,16,3,"5,160","634",12.29,"1,739.77"
FL,tract,40,1,"5,160","0",0.00,"149.02"
IL,tract,13,1,"3,265","1,868",57.21,"4.38"
IL,tract,13,3,"3,265","1,944",59.54,"415.56"
IL,tract,14,1,"3,265","1,730",52.99,"5.48"
IL,tract,14,3,"3,265","1,759",53.87,"423.61"
IL,tract,15,1,"3,265","1,575",48.24,"8.37"
IL,tract,15,3,"3,265","1,610",49.31,"500.90"
IL,tract,16,1,"3,265","1,421",43.52,"13.21"
IL,tract,16,3,"3,265","1,432",43.86,"558.95"
IL,tract,17,1,"3,265","1,073",32.86,"10.98"
IL,tract,17,3,"3,265","1,076",32.96,"842.48"
IL,tract,18,1,"3,265","1,002",30.69,"9.98"
IL,tract,18,3,"3,265","1,008",30.87,"951.73"
NJ,tract,12,1,"2,181","1,455",66.71,"1.39"
NJ,tract,12,3,"2,181","1,551",71.11,"45.67"
NJ,tract,13,1,"2,181","1,386",63.55,"2.04"
NJ,tract,13,3,"2,181","1,433",65.70,"64.83"
NJ,tract,14,1,"2,181","1,317",60.39,"2.48"
NJ,tract,14,3,"2,181","1,362",62.45,"97.71"
NJ,tract,15,1,"2,181","1,245",57.08,"4.28"
NJ,tract,15,3,"2,181","1,293",59.28,"119.47"
NJ,tract,16,1,"2,181","1,126",51.63,"4.19"
NJ,tract,16,3,"2,181","1,220",55.94,"162.85"
NJ,tract,17,1,"2,181","1,029",47.18,"4.28"
NJ,tract,17,3,"2,181","1,105",50.66,"216.11"
NM,county,04,1,"33","9",27.27,"0.01"
NM,county,04,2,"33","10",30.30,"0.02"
NM,county,04,3,"33","10",30.30,"0.26"
NM,county,05,1,"33","3",9.09,"0.01"
NM,county,05,2,"33","3",9.09,"0.04"
NM,county,05,3,"33","3",9.09,"0.15"
NM,county,06,1,"33","1",3.03,"0.01"
NM,county,06,3,"33","1",3.03,"0.16"
NM,county,07,1,"33","1",3.03,"0.01"
NM,county,07,3,"33","1",3.03,"0.17"
NM,county,08,1,"33","1",3.03,"0.01"
NM,county,08,3,"33","1",3.03,"0.13"
NM,county,09,1,"33","1",3.03,"0.01"
NM,county,09,3,"33","1",3.03,"0.15"
NM,tract,12,1,"612","0",0.00,"0.39"
NM,tract,12,3,"612","0",0.00,"24.77"
NM,tract,13,1,"612","0",0.00,"0.51"
NM,tract,13,3,"612","0",0.00,"35.09"
NM,tract,16,1,"612","0",0.00,"1.19"
NY,tract,13,1,"5,411","3,796",70.15,"6.16"
NY,tract,13,3,"5,411","3,812",70.45,"234.44"
NY,tract,14,1,"5,411","3,460",63.94,"10.84"
NY,tract,14,3,"5,411","3,466",64.05,"507.32"
NY,tract,15,1,"5,411","2,625",48.51,"13.78"
NY,tract,15,3,"5,411","2,625",48.51,"1,034.38"
NY,tract,16,1,"5,411","2,492",46.05,"15.28"
NY,tract,16,3,"5,411","2,492",46.05,"1,141.51"
NY,tract,17,1,"5,411","2,372",43.84,"17.18"
NY,tract,17,3,"5,411","2,372",43.84,"1,234.66"
NY,tract,18,1,"5,411","2,240",41.40,"23.45"
NY,tract,18,3,"5,411","2,240",41.40,"1,360.73"
NY,tract,72,1,"5,411","0",0.00,"178.87"
TX,tract,12,1,"6,896","1,400",20.30,"19.78"
TX,tract,12,3,"6,896","1,413",20.49,"672.31"
TX,tract,13,1,"6,896","740",10.73,"27.44"
TX,tract,13,3,"6,896","754",10.93,"882.75"
TX,tract,14,1,"6,896","355",5.15,"22.03"
TX,tract,14,3,"6,896","357",5.18,"1,121.55"
TX,tract,15,1,"6,896","206",2.99,"33.09"
TX,tract,15,3,"6,896","206",2.99,"1,390.76"
TX,tract,16,1,"6,896","83",1.20,"22.06"
TX,tract,16,3,"6,896","83",1.20,"1,600.07"
TX,tract,17,1,"6,896","34",0.49,"25.56"
TX,tract,17,3,"6,896","34",0.49,"1,958.87"
